airline_sentiment_Index,features,rawPrediction,probability,prediction
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[145,152,224,286,326,332,472,560,604,658,709,771,817,823],""values"":[1,2,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1788824083340992,-0.7672856188229864,0.5884032104888869]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34550409013799593,0.13413361825679487,0.5203622916052093]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,297,380,623,699,776,787,970],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6950717393685143,-0.7413534522790652,0.04628171291055039]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5680352694916205,0.1350652938040132,0.29689943670436636]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,48,79,250,275,297,316,391,472,488,560,728,850,946],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5465232728211347,0.10960569707446227,-1.6561289698955963]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7822807568158247,0.18591621670826375,0.03180302647591153]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[113,560,607,870],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8798190150386198,-0.118630976427127,-0.761188038611493]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6401086067030649,0.2358480798902693,0.1240433134066657]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[115,154,252,323,413,417,426,439,583,650,704,753,798,804],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1961092860708828,-0.3352842470603136,-0.8608250390105694]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7440036488104177,0.16087898011099647,0.09511737107858595]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[66,93,188,263,271,288,330,426,491,536,599,618,619,660,736,761,892,985],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.196745228572046,-1.4726871358176354,-0.7240580927544104]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9264566534651167,0.02361624670754215,0.049927099827341205]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,426,427,537,635,736,763,847,901,977],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6037201315455478,-0.29564944301869117,-1.3080706885268572]}","{""vectorType"":""dense"",""length"":3,""values"":[0.830536362497166,0.12430051446331278,0.045163123039521066]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,233,290,360,438,585,747,914],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.35143552443982995,0.6331411687661679,-0.2817056443263383]}","{""vectorType"":""dense"",""length"":3,""values"":[0.21057520900651697,0.5636421531830069,0.22578263781047614]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[310,413,537,560,621,684,698,727,778,868,999],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.727237284144658,-1.354324167071618,-1.3729131170730415]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9676314983502395,0.01633467060815099,0.0160338310416094]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,39,61,87,237,458,475,527,533,560,565,784],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.147031991608797,-0.5388219978519877,-1.608209993756809]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9161219389170832,0.06244558187315087,0.021432479209765883]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[68,233,330,422],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.08244640440980538,0.09280108561387776,-0.17524749002368353]}","{""vectorType"":""dense"",""length"":3,""values"":[0.35929345425159004,0.3630331517025704,0.2776733940458396]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[78,186,199,269,297,300,456,585,679,681,685,711,948],""values"":[1,2,1,1,1,1,1,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6902804560775894,-0.0055949756985542165,-0.6846854803790362]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5709437774870533,0.2846941111845967,0.14436211132835]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[207,356,357,405,413,490,659,661,663,674,729,736,911,965,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.0151238240030644,-0.5041399783444467,-2.5109838456586187]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9674897418025689,0.028658240252993298,0.003852017944437891]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[174,330,372,658,697,778],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.011485832286588761,0.11373115191358099,-0.1022453196269919]}","{""vectorType"":""dense"",""length"":3,""values"":[0.32823133988527226,0.37201554777812207,0.29975311233660556]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,267,327,373,389,646,724,736,807],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8790355340691015,0.641110438285355,-1.5201459723544564]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5321826922627022,0.41949925128082527,0.04831805645647256]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[137,570,736,901,904],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4357293673835699,0.24834523893387045,-0.6840746063174403]}","{""vectorType"":""dense"",""length"":3,""values"":[0.46393616681130573,0.3846611599663454,0.151402673222349]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,219,302,330,341,497,584,803,981],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9735291545045223,-0.6208614896115487,-0.35266766489297424]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6809589783011705,0.13825660607095291,0.18078441562787667]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[162,206,297,385,392,431,564,574,666,806],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2850803206048151,-0.5390714259383012,-0.7460088946665145]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7736662562339842,0.12483449756821563,0.10149924619780007]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,146,297,389,700,712,924],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4205199739013947,-0.2763488272672297,-1.1441711466341653]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7935252259394071,0.1454186071440274,0.06105616691656546]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[149,156,200,281,297,437,450,451,472,659,679,781,897],""values"":[1,1,1,1,1,1,2,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[2.658614750489393,-0.4945554012864782,-2.1640593492029145]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9516905337229897,0.04065288318546016,0.0076565830915501345]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[149,222,305,311,377,604,736,892,916,925,939],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7151748125425351,0.2484022339345145,-0.9635770464770499]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5513805586849305,0.345728111508466,0.10289132980660345]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,263,365,372,426,430,438,576,590,649,659,665,736,750,940],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7946735749207944,-1.0615774030235516,0.26690382810275726]}","{""vectorType"":""dense"",""length"":3,""values"":[0.572679788866972,0.08948542383802092,0.3378347872950071]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,415,782,876],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3143076664351861,0.017183280332190742,-0.331490946767377]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4410736030068174,0.3276963363197343,0.23123006067344823]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,81,274,365,415,477,529,536,560,600,626,661,687,777,782,787,822,860],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.624388935659846,-2.0363506877190636,0.41196175205921637]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7557505827371186,0.019432983082979846,0.22481643417990155]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,262,385,415,440,508,560,568,798,882],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12938769768496844,0.7041931555057412,-0.8335808531907103]}","{""vectorType"":""dense"",""length"":3,""values"":[0.31660169686734657,0.5625330933161956,0.12086520981645786]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,74,183,224,233,299,411,560,571,678,712,783,806,846,948],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3403017418286411,-0.1423673672537742,-1.1979343745748663]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7656753601704583,0.17383197279104037,0.06049266703850124]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,47,79,173,235,244,268,270,369,377,560,659,703,730,753,807,871,933,974,988,998,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.7895849659018395,-1.4054049932198,-2.3841799726820394]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9924300911981379,0.005502302350781018,0.0020676064510811647]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,80,125,224,287,436,533,537,560,671,771,842,948,985],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.715891846564337,-0.6622438204823018,-1.0536480260820351]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8654905425396443,0.08025112497934095,0.05425833248101488]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,128,197,304,391,458,510,519,527,560,801,823,834],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.765288629158379,0.33916765477344607,-2.104456283931825]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7929568297809311,0.19049916410406356,0.01654400611500534]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[280,560,618],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.03603994636614265,0.20162381429674453,-0.23766376066288714]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34006210603293935,0.40130114627075025,0.2586367476963105]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[252,263,270,372,690,736,750],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.010414745323279,-1.0376403127997045,0.027225567476426238]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6652910219164092,0.08581291449390364,0.24889606358968716]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,116,118,330,389,451,462,602,762,892],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5004990747477525,-0.5299591204243776,-0.9705399543233748]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8225223895682968,0.10797692085020032,0.06950068958150293]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[148,297,392,527,552,666,712,891,927,932,972],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7502088529901814,-0.17585985762485906,-1.574348995365322]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8462324770244641,0.12331294676152355,0.030454576214012395]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,104,218,433,505,560,658,729,823,855,904,924,968],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.43715531970815513,0.09385420779341377,-0.5310095275015685]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4786512186108338,0.33956693169158414,0.18178184969758196]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,451,472,790],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.04080731665602492,0.35670963664853284,-0.3975169533045578]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33149762783382986,0.4546477638391097,0.21385460832706052]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[184,250,287,297,372,409,418,436,650,685,687],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2387051343033261,-0.9535419908520482,0.7148368565487215]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3432447000858237,0.10418794993173026,0.552567349982446]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,146,160,330,365,426,619,719,834,858,892],""values"":[1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8400523604097203,-0.34177911391537724,-1.498273246494343]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8708290324280463,0.0982597216974714,0.03091124587448224]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,144,169,224,235,347,536,568,736,854,884,944],""values"":[1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.47792578212393744,0.3418511925051745,-0.8197769746291121]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4659970971500354,0.40671179539935187,0.12729110745061276]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[55,57,560,651,756,885],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.19952443949321869,0.7050576825117151,-0.904582122004934]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3345179435434087,0.554587039618917,0.11089501683767432]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[687,736],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2870515811177877,-0.21149334187749375,0.49854492299528086]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23407137577532058,0.2524427102235769,0.5134859140011026]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,87,125,424,536,590,736,791,825,846,863],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.278031951750389,-0.6771682955155998,-1.6008636562347889]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9321906984990234,0.048537522499807334,0.019271779001169206]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,48,55,216,261,347,560,561,689,694,703,763,795,806],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4253628463820805,-0.36625160582472055,-0.05911124055735917]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4832940329601304,0.21898665242253718,0.2977193146173325]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,168,216,340,527,560,594],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6511769011929718,-1.136546069685001,0.48536916849202905]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4963887999888623,0.08306608698635116,0.4205451130247866]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,11,13,52,55,222,259,281,285,297,342,442,535,679,748,930,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18863312153802264,0.5896061645867884,-0.7782392861248114]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3480019005345026,0.5196632388135758,0.1323348606519218]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[180,330,426,500,513,515,537,678,712,755,838,882,967],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.688920812209353,-0.05184743958176513,-1.6370733726275888]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8255440624905105,0.14478854777532832,0.02966738973416126]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[302,330,372,377,415,448,466,635,784,859,892,956,989],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8013264741101465,-0.6130002138793489,-1.1883262602307973]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8773989140289972,0.07846361883484378,0.044137467136159104]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[69,91,133,193,416,420,456,560,593,619,807,850,978,985],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0916551228975777,-0.22674787207684272,-1.864907250820735]}","{""vectorType"":""dense"",""length"":3,""values"":[0.894807012566762,0.08807643980946024,0.01711654762377765]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[159,292,560,610,658,713,714],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2811321658832267,-0.30414762930865685,0.023015463425430593]}","{""vectorType"":""dense"",""length"":3,""values"":[0.42928494645130216,0.23909025439263543,0.3316247991560625]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,103,240,261,354,393,409,535,560,702,830],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7725691152304739,0.29229275178653125,-1.0648618670170054]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5624808315045269,0.3479576206887491,0.08956154780672407]}",0
